39.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,FINER
<span style="font-family: open sans,sans-serif;">testing</span>, PublishStatus=Online, IsVisibleInCsp=true, VersionNumber=1}, Help__kav:{Id=ka29E00000000W6QAI, KnowledgeArticleId=kA29E00000000DtSAI, Title=Why is Lightful free?, Filter_Section__c=About Lightful, Answer__c=<div class="col-md-6"><img alt="User-added image" src="https://c.cs88.visual.force.com/resource/1488802062000/ChangeTimezone" width="350"></img><br><br><img alt="User-added image" src="https://c.cs88.visual.force.com/resource/1488802062000/ChangeTimezone" width="350"></img></div>

<div class="col-lg-6">
<ul><li>test 1</li><li>test 1</li><li>test 1</li><li>test 1</li><li>test 1</li><li>test 1</li></ul>
</div>, PublishStatus=Online, IsVisibleInCsp=true, VersionNumber=3})
11:25:17.0 (112559139)|SYSTEM_METHOD_EXIT|[120]|System.debug(ANY)
11:25:17.0 (112562083)|STATEMENT_EXECUTE|[122]
11:25:17.0 (112564707)|HEAP_ALLOCATE|[122]|Bytes:224
11:25:17.0 (112569909)|HEAP_ALLOCATE|[122]|Bytes:4
11:25:17.0 (112578023)|SYSTEM_METHOD_ENTRY|[122]|CommunityHowToGuidesController.__sfdc_ArticleId()
11:25:17.0 (112793896)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"acc":"0x5d998241","ArticleId":"0x5369bf10","ArticlesList":"0x44364887","con":"0x67eca6c3","currentUser":"0x5b82ea11","currentUserId":"0059E000000SwHRQA0","editProfileFlag":false,"helpArticlesList":"0x5a36134c","showingSearchResults":false,"toolBoxFeaturedArticlesList1":"0x41c9ef6d","toolBoxFeaturedArticlesList2":"0x6c85314f","viewAbout":false,"viewGettingStarted":true,"viewProfileFlag":true,"viewSettings":false}|0x5ef69c93
11:25:17.0 (112804226)|SYSTEM_METHOD_EXIT|[122]|CommunityHowToGuidesController.__sfdc_ArticleId()
11:25:17.0 (112828387)|HEAP_ALLOCATE|[122]|Bytes:44
11:25:17.0 (112836535)|HEAP_ALLOCATE|[122]|Bytes:44
11:25:17.0 (113254537)|SOQL_EXECUTE_BEGIN|[122]|Aggregations:0|SELECT ID, KnowledgeArticleId, Title, Filter_Section__c, Step_by_step__c, PublishStatus, IsVisibleInCsp, Summary FROM Tool_Box__kav WHERE (PublishStatus = 'online' AND IsVisibleInCsp = TRUE AND KnowledgeArticleId = :tmpVar1)
11:25:17.0 (113265879)|LIMIT_USAGE|[122]|SOQL|6|100
11:25:17.0 (113275545)|LIMIT_USAGE|[122]|AGGS|0|300
11:25:17.0 (134355648)|SOQL_EXECUTE_END|[122]|Rows:4
11:25:17.0 (134370249)|LIMIT_USAGE|[122]|SOQL_ROWS|23|50000
11:25:17.0 (134391029)|HEAP_ALLOCATE|[122]|Bytes:20
11:25:17.0 (134417547)|HEAP_ALLOCATE|[122]|Bytes:4226
11:25:17.0 (134464536)|HEAP_ALLOCATE|[122]|Bytes:20
11:25:17.0 (134520584)|SYSTEM_METHOD_ENTRY|[122]|CommunityHowToGuidesController.__sfdc_toolBoxArticlesList(List<Tool_Box__kav>)
11:25:17.0 (135003009)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"acc":"0x5d998241","ArticleId":"0x5369bf10","ArticlesList":"0x44364887","con":"0x67eca6c3","currentUser":"0x5b82ea11","currentUserId":"0059E000000SwHRQA0","editProfileFlag":false,"helpArticlesList":"0x5a36134c","showingSearchResults":false,"toolBoxFeaturedArticlesList1":"0x41c9ef6d","toolBoxFeaturedArticlesList2":"0x6c85314f","viewAbout":false,"viewGettingStarted":true,"viewProfileFlag":true,"viewSettings":false}|0x5ef69c93
11:25:17.0 (135068325)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|[{"Id":"ka19E00000000sgQAA","KnowledgeArticleId":"kA19E00000000WcSAI","Title":"Title 1","PublishStatus":"Online","IsVisibleInCsp":true,"Summary":"test summary","(__KnowledgeArticleP (13 more) ...":2},{"Id":"ka19E00000001HzQAI","KnowledgeArticleId":"kA19E00000000WmSAI","Title":"Title 2","Filter_Section__c":"Guide","Step_by_step__c":"\u003Ch2 style=\"text-alig (2721 more) ...","PublishStatus":"Online","IsVisibleInCsp":true,"Summary":"Excepteur sint occae (90 more) ...","(__KnowledgeArticleP (13 more) ...":2},{"Id":"ka19E00000000sqQAA","KnowledgeArticleId":"kA19E00000000WrSAI","Title":"Title 3","PublishStatus":"Online","IsVisibleInCsp":true,"Summary":"Lorem ipsum dolor si (326 more) ...","(__KnowledgeArticleP (13 more) ...":2},{"Id":"ka19E00000000vLQAQ","KnowledgeArticleId":"kA19E00000000WwSAI","Title":"Title 4","Filter_Section__c":"Case Study","PublishStatus":"Online","IsVisibleInCsp":true,"Summary":"Duis aute irure dolo (193 more) ...","(__KnowledgeArticleP (13 more) ...":2}]|0x10705293
11:25:17.0 (135134203)|VARIABLE_ASSIGNMENT|[35]|this.toolBoxArticlesList|[{"Id":"ka19E00000000sgQAA","KnowledgeArticleId":"kA19E00000000WcSAI","Title":"Title 1","PublishStatus":"Online","IsVisibleInCsp":true,"Summary":"test summary","(__KnowledgeArticleP (13 more) ...":2},{"Id":"ka19E00000001HzQAI","KnowledgeArticleId":"kA19E00000000WmSAI","Title":"Title 2","Filter_Section__c":"Guide","Step_by_step__c":"\u003Ch2 style=\"text-alig (2721 more) ...","PublishStatus":"Online","IsVisibleInCsp":true,"Summary":"Excepteur sint occae (90 more) ...","(__KnowledgeArticleP (13 more) ...":2},{"Id":"ka19E00000000sqQAA","KnowledgeArticleId":"kA19E00000000WrSAI","Title":"Title 3","PublishStatus":"Online","IsVisibleInCsp":true,"Summary":"Lorem ipsum dolor si (326 more) ...","(__KnowledgeArticleP (13 more) ...":2},{"Id":"ka19E00000000vLQAQ","KnowledgeArticleId":"kA19E00000000WwSAI","Title":"Title 4","Filter_Section__c":"Case Study","PublishStatus":"Online","IsVisibleInCsp":true,"Summary":"Duis aute irure dolo (193 more) ...","(__KnowledgeArticleP (13 more) ...":2}]|0x5ef69c93
11:25:17.0 (135151083)|SYSTEM_METHOD_EXIT|[122]|CommunityHowToGuidesController.__sfdc_toolBoxArticlesList(List<Tool_Box__kav>)
11:25:17.0 (135158811)|STATEMENT_EXECUTE|[123]
11:25:17.0 (135169716)|HEAP_ALLOCATE|[123]|Bytes:27
11:25:17.0 (135183800)|SYSTEM_METHOD_ENTRY|[123]|CommunityHowToGuidesController.__sfdc_toolBoxArticlesList()
11:25:17.0 (135519956)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"acc":"0x5d998241","ArticleId":"0x5369bf10","ArticlesList":"0x44364887","con":"0x67eca6c3","currentUser":"0x5b82ea11","currentUserId":"0059E000000SwHRQA0","editProfileFlag":false,"helpArticlesList":"0x5a36134c","showingSearchResults":false,"toolBoxArticlesList":"0x10705293","toolBoxFeaturedArticlesList1":"0x41c9ef6d","toolBoxFeaturedArticlesList2":"0x6c85314f","viewAbout":false,"viewGettingStarted":true,"viewProfileFlag":true,"viewSettings":false}|0x5ef69c93
11:25:17.0 (135537114)|SYSTEM_METHOD_EXIT|[123]|CommunityHowToGuidesController.__sfdc_toolBoxArticlesList()
11:25:17.0 (135568143)|SYSTEM_METHOD_ENTRY|[123]|String.valueOf(Object)
11:25:17.0 (135769189)|HEAP_ALLOCATE|[123]|Bytes:4079
11:25:17.0 (135790298)|SYSTEM_METHOD_EXIT|[123]|String.valueOf(Object)
11:25:17.0 (135802911)|HEAP_ALLOCATE|[123]|Bytes:4106
11:25:17.0 (135821069)|SYSTEM_METHOD_ENTRY|[123]|System.debug(ANY)
11:25:17.0 (135830782)|USER_DEBUG|[123]|DEBUG|List of Toolbox Articles : (Tool_Box__kav:{Id=ka19E00000000sgQAA, KnowledgeArticleId=kA19E00000000WcSAI, Title=Title 1, PublishStatus=Online, IsVisibleInCsp=true, Summary=test summary}, Tool_Box__kav:{Id=ka19E00000001HzQAI, KnowledgeArticleId=kA19E00000000WmSAI, Title=Title 2, Filter_Section__c=Guide, Step_by_step__c=<h2 style="text-align: center;">The Lightful Community </h2>
 

<table border="0" cellpadding="0" cellspacing="0"><tbody><tr><td colspan="1" rowspan="1">
			<p dir="ltr">Hello beautiful people. Welcome to the Lightful Community - we’re so excited to have you here 😊<br>			<br>			We’ve created this site as a place for you to discover new things to help you and your organisation change the world.</p>

			<p dir="ltr"><img alt="User-added image" src="https://c.eu5.visual.force.com/resource/1488876947000/HeartHands"></img></p>

			<p dir="ltr">Hopefully you’ll find plenty of useful information about both social media and digital in general, but also how the Lightful platform can help you reach your goals.<b> </b><br>			<br>			No matter where you are on your journey to master this new, online world of fundraising, you’ll be able to find practical advice that you can implement in your working day.</p>

			<p dir="ltr"><img alt="User-added image" src="https://c.eu5.visual.force.com/resource/1488877010000/KeyboardMouseHands"></img></p>

			<p dir="ltr">Here’s a brief guide around the different areas of the site, and what you can expect to find there!</p>

			<p dir="ltr"><b id="docs-internal-guid-538ef154-9578-88a3-ab1c-340c6fac4753">Home </b><br>			We’ll add announcements of new features here, as well as any platform updates or news.</p>

			<p dir="ltr"><b id="docs-internal-guid-538ef154-9578-88a3-ab1c-340c6fac4753">FAQs</b><br>			This is where you’ll find everything Lightful-related; how-to guides, tips and FAQs for the Lightful platform. Search for your question… if you don’t see it, let us know and we’ll add it!</p>

			<p dir="ltr"><b id="docs-internal-guid-538ef154-9578-88a3-ab1c-340c6fac4753">Resources</b><br>			This is your go-to place for when you’re feeling ready to take on the digital world! We’ve created case studies, guides and how tos so that we can share what we’ve learnt about increasing the ROI and value of social media with all of you. </p>

			<p dir="ltr"><b id="docs-internal-guid-538ef154-9578-88a3-ab1c-340c6fac4753">Contact Us</b><br>			Have an issue? Got a question that needs answering? Just let us know.<br>			<br>			<b id="docs-internal-guid-538ef154-9578-88a3-ab1c-340c6fac4753">Profile</b><br>			This is your personal profile, where you can add your name, organisation, and your registered charity number (if you have one). There will be more to come soon, so keep your eyes peeled!<br>			<br>			<i>P.s. The images in this article were found using the Lightful platform… find out more <b>here</b>! </i></p>
			<img alt="User-added image" src="https://c.eu5.visual.force.com/resource/1489052711000/HappyKids"></img>
			<p dir="ltr"><br>			 </p>
			</td></tr></tbody></table>

<ol></ol>, PublishStatus=Online, IsVisibleInCsp=true, Summary=Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.}, Tool_Box__kav:{Id=ka19E00000000sqQAA, KnowledgeArticleId=kA19E00000000WrSAI, Title=Title 3, PublishStatus=Online, IsVisibleInCsp=true, Summary=Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute
          irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.}, Tool_Box__kav:{Id=ka19E00000000vLQAQ, KnowledgeArticleId=kA19E00000000WwSAI, Title=Title 4, Filter_Section__c=Case Study, PublishStatus=Online, IsVisibleInCsp=true, Summary=Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.})
11:25:17.0 (135884224)|SYSTEM_METHOD_EXIT|[123]|System.debug(ANY)
11:25:17.0 (135888744)|STATEMENT_EXECUTE|[129]
11:25:17.0 (135898453)|HEAP_ALLOCATE|[129]|Bytes:4
11:25:17.0 (135917705)|SYSTEM_CONSTRUCTOR_ENTRY|[129]|<init>(Integer)
11:25:17.0 (135941637)|SYSTEM_CONSTRUCTOR_EXIT|[129]|<init>(Integer)
11:25:17.0 (135965004)|SYSTEM_METHOD_ENTRY|[129]|CommunityHowToGuidesController.__sfdc_HelpFilters(Set<String>)
11:25:17.0 (136292743)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"acc":"0x5d998241","ArticleId":"0x5369bf10","ArticlesList":"0x44364887","con":"0x67eca6c3","currentUser":"0x5b82ea11","currentUserId":"0059E000000SwHRQA0","editProfileFlag":false,"helpArticlesList":"0x5a36134c","showingSearchResults":false,"toolBoxArticlesList":"0x10705293","toolBoxFeaturedArticlesList1":"0x41c9ef6d","toolBoxFeaturedArticlesList2":"0x6c85314f","viewAbout":false,"viewGettingStarted":true,"viewProfileFlag":true,"viewSettings":false}|0x5ef69c93
11:25:17.0 (136327942)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|[]|0x40c9304d
11:25:17.0 (136342580)|VARIABLE_ASSIGNMENT|[15]|this.HelpFilters|[]|0x5ef69c93
11:25:17.0 (136351628)|SYSTEM_METHOD_EXIT|[129]|CommunityHowToGuidesController.__sfdc_HelpFilters(Set<String>)
11:25:17.0 (136356859)|STATEMENT_EXECUTE|[130]
11:25:17.0 (136364260)|HEAP_ALLOCATE|[130]|Bytes:4
11:25:17.0 (136437424)|SYSTEM_METHOD_ENTRY|[130]|CommunityHowToGuidesController.__sfdc_filteredArticleList(Map<String,List<Help__kav>>)
11:25:17.0 (136767943)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"acc":"0x5d998241","ArticleId":"0x5369bf10","ArticlesList":"0x44364887","con":"0x67eca6c3","currentUser":"0x5b82ea11","currentUserId":"0059E000000SwHRQA0","editProfileFlag":false,"helpArticlesList":"0x5a36134c","HelpFilters":"0x40c9304d","showingSearchResults":false,"toolBoxArticlesList":"0x10705293","toolBoxFeaturedArticlesList1":"0x41c9ef6d","toolBoxFeaturedArticlesList2":"0x6c85314f","viewAbout":false,"viewGettingStarted":true,"viewProfileFlag":true,"viewSettings":false}|0x5ef69c93
11:25:17.0 (136789277)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{}|0x4df176ca
11:25:17.0 (136803770)|VARIABLE_ASSIGNMENT|[18]|this.filteredArticleList|{}|0x5ef69c93
11:25:17.0 (136812072)|SYSTEM_METHOD_EXIT|[130]|CommunityHowToGuidesController.__sfdc_filteredArticleList(Map<String,List<Help__kav>>)
11:25:17.0 (136822370)|SYSTEM_METHOD_ENTRY|[132]|CommunityHowToGuidesController.__sfdc_helpArticlesList()
11:25:17.0 (137139050)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"acc":"0x5d998241","ArticleId":"0x5369bf10","ArticlesList":"0x44364887","con":"0x67eca6c3","currentUser":"0x5b82ea11","currentUserId":"0059E000000SwHRQA0","editProfileFlag":false,"filteredArticleList":"0x4df176ca","helpArticlesList":"0x5a36134c","HelpFilters":"0x40c9304d","showingSearchResults":false,"toolBoxArticlesList":"0x10705293","toolBoxFeaturedArticlesList1":"0x41c9ef6d","toolBoxFeaturedArticlesList2":"0x6c85314f","viewAbout":false,"viewGettingStarted":true,"viewProfileFlag":true,"viewSettings":false}|0x5ef69c93
11:25:17.0 (137153617)|SYSTEM_METHOD_EXIT|[132]|CommunityHowToGuidesController.__sfdc_helpArticlesList()
11:25:17.0 (137214222)|SYSTEM_METHOD_ENTRY|[132]|List<Help__kav>.iterator()
11:25:17.0 (137345598)|SYSTEM_METHOD_EXIT|[132]|List<Help__kav>.iterator()
11:25:17.0 (137365573)|SYSTEM_METHOD_ENTRY|[132]|system.ListIterator.hasNext()
11:25:17.0 (137375284)|HEAP_ALLOCATE|[132]|Bytes:5
11:25:17.0 (137383124)|SYSTEM_METHOD_EXIT|[132]|system.ListIterator.hasNext()
11:25:17.0 (137433434)|HEAP_ALLOCATE|[132]|Bytes:36
11:25:17.0 (137445236)|VARIABLE_SCOPE_BEGIN|[132]|filter|Help__kav|true|false
11:25:17.0 (137475372)|VARIABLE_ASSIGNMENT|[132]|filter|{"Id":"ka29E00000000YOQAY","KnowledgeArticleId":"kA29E00000000H4SAI","Title":"Can I invite my team (17 more) ...","Answer__c":"\u003Cul\u003E\u003Cli\u003E\u003Cspan style= (159 more) ...","PublishStatus":"Online","IsVisibleInCsp":true,"VersionNumber":1,"(__KnowledgeArticleP (13 more) ...":2}|0x3d8d6e44
11:25:17.0 (137481326)|STATEMENT_EXECUTE|[132]
11:25:17.0 (137483520)|STATEMENT_EXECUTE|[133]
11:25:17.0 (137487629)|HEAP_ALLOCATE|[133]|Bytes:23
11:25:17.0 (137504941)|HEAP_ALLOCATE|[133]|Bytes:27
11:25:17.0 (137518111)|SYSTEM_METHOD_ENTRY|[133]|System.debug(ANY)
11:25:17.0 (137537102)|USER_DEBUG|[133]|DEBUG|List of Help filters : null
11:25:17.0 (137543080)|SYSTEM_METHOD_EXIT|[133]|System.debug(ANY)
11:25:17.0 (137547063)|STATEMENT_EXECUTE|[134]
11:25:17.0 (137557608)|SYSTEM_METHOD_ENTRY|[134]|CommunityHowToGuidesController.__sfdc_HelpFilters()
11:25:17.0 (137897507)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"acc":"0x5d998241","ArticleId":"0x5369bf10","ArticlesList":"0x44364887","con":"0x67eca6c3","currentUser":"0x5b82ea11","currentUserId":"0059E000000SwHRQA0","editProfileFlag":false,"filteredArticleList":"0x4df176ca","helpArticlesList":"0x5a36134c","HelpFilters":"0x40c9304d","showingSearchResults":false,"toolBoxArticlesList":"0x10705293","toolBoxFeaturedArticlesList1":"0x41c9ef6d","toolBoxFeaturedArticlesList2":"0x6c85314f","viewAbout":false,"viewGettingStarted":true,"viewProfileFlag":true,"viewSettings":false}|0x5ef69c93
11:25:17.0 (137913376)|SYSTEM_METHOD_EXIT|[134]|CommunityHowToGuidesController.__sfdc_HelpFilters()
11:25:17.0 (137938607)|SYSTEM_METHOD_ENTRY|[134]|Set<String>.add(Object)
11:25:17.0 (137945835)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:25:17.0 (137957140)|SYSTEM_METHOD_EXIT|[134]|Set<String>.add(Object)
11:25:17.0 (137961396)|STATEMENT_EXECUTE|[135]
11:25:17.0 (137972562)|SYSTEM_METHOD_ENTRY|[135]|CommunityHowToGuidesController.__sfdc_filteredArticleList()
11:25:17.0 (138304607)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"acc":"0x5d998241","ArticleId":"0x5369bf10","ArticlesList":"0x44364887","con":"0x67eca6c3","currentUser":"0x5b82ea11","currentUserId":"0059E000000SwHRQA0","editProfileFlag":false,"filteredArticleList":"0x4df176ca","helpArticlesList":"0x5a36134c","HelpFilters":"0x40c9304d","showingSearchResults":false,"toolBoxArticlesList":"0x10705293","toolBoxFeaturedArticlesList1":"0x41c9ef6d","toolBoxFeaturedArticlesList2":"0x6c85314f","viewAbout":false,"viewGettingStarted":true,"viewProfileFlag":true,"viewSettings":false}|0x5ef69c93
11:25:17.0 (138321614)|SYSTEM_METHOD_EXIT|[135]|CommunityHowToGuidesController.__sfdc_filteredArticleList()
11:25:17.0 (138351221)|SYSTEM_METHOD_ENTRY|[135]|Map<String,List<Help__kav>>.put(Object, Object)
11:25:17.0 (138360615)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
11:25:17.0 (138373124)|SYSTEM_METHOD_EXIT|[135]|Map<String,List<Help__kav>>.put(Object, Object)
11:25:17.0 (138381428)|SYSTEM_METHOD_ENTRY|[132]|system.ListIterator.hasNext()
11:25:17.0 (138389451)|HEAP_ALLOCATE|[132]|Bytes:5
11:25:17.0 (138395864)|SYSTEM_METHOD_EXIT|[132]|system.ListIterator.hasNext()
11:25:17.0 (138424325)|HEAP_ALLOCATE|[132]|Bytes:40
11:25:17.0 (138434256)|VARIABLE_SCOPE_BEGIN|[132]|filter|Help__kav|true|false
11:25:17.0 (138463262)|VARIABLE_ASSIGNMENT|[132]|filter|{"Id":"ka29E00000000TqQAI","KnowledgeArticleId":"kA29E00000000DySAI","Title":"How do I change my p (8 more) ...","Filter_Section__c":"Settings","Answer__c":"Test answer\u003Cbr\u003E \n\u003Cul (110 more) ...","PublishStatus":"Online","IsVisibleInCsp":true,"VersionNumber":1,"(__KnowledgeArticleP (13 more) ...":2}|0xd08d300
11:25:17.0 (138470857)|STATEMENT_EXECUTE|[132]
11:25:17.0 (138473078)|STATEMENT_EXECUTE|[133]
11:25:17.0 (138510403)|HEAP_ALLOCATE|[133]|Bytes:31
11:25:17.0 (138522235)|SYSTEM_METHOD_ENTRY|[133]|System.debug(ANY)
11:25:17.0 (138528779)|USER_DEBUG|[133]|DEBUG|List of Help filters : Settings
11:25:17.0 (138533886)|SYSTEM_METHOD_EXIT|[133]|System.debug(ANY)
11:25:17.0 (138537032)|STATEMENT_EXECUTE|[134]
11:25:17.0 (138542820)|SYSTEM_METHOD_ENTRY|[134]|CommunityHowToGuidesController.__sfdc_HelpFilters()
11:25:17.0 (138863533)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"acc":"0x5d998241","ArticleId":"0x5369bf10","ArticlesList":"0x44364887","con":"0x67eca6c3","currentUser":"0x5b82ea11","currentUserId":"0059E000000SwHRQA0","editProfileFlag":false,"filteredArticleList":"0x4df176ca","helpArticlesList":"0x5a36134c","HelpFilters":"0x40c9304d","showingSearchResults":false,"toolBoxArticlesList":"0x10705293","toolBoxFeaturedArticlesList1":"0x41c9ef6d","toolBoxFeaturedArticlesList2":"0x6c85314f","viewAbout":false,"viewGettingStarted":true,"viewProfileFlag":true,"viewSettings":false}|0x5ef69c93
11:25:17.0 (138877704)|SYSTEM_METHOD_EXIT|[134]|CommunityHowToGuidesController.__sfdc_HelpFilters()
11:25:17.0 (138900179)|SYSTEM_METHOD_ENTRY|[134]|Set<String>.add(Object)
11:25:17.0 (138905544)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:25:17.0 (138915796)|SYSTEM_METHOD_EXIT|[134]|Set<String>.add(Object)
11:25:17.0 (138919539)|STATEMENT_EXECUTE|[135]
11:25:17.0 (138924419)|SYSTEM_METHOD_ENTRY|[135]|CommunityHowToGuidesController.__sfdc_filteredArticleList()
11:25:17.0 (139239312)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"acc":"0x5d998241","ArticleId":"0x5369bf10","ArticlesList":"0x44364887","con":"0x67eca6c3","currentUser":"0x5b82ea11","currentUserId":"0059E000000SwHRQA0","editProfileFlag":false,"filteredArticleList":"0x4df176ca","helpArticlesList":"0x5a36134c","HelpFilters":"0x40c9304d","showingSearchResults":false,"toolBoxArticlesList":"0x10705293","toolBoxFeaturedArticlesList1":"0x41c9ef6d","toolBoxFeaturedArticlesList2":"0x6c85314f","viewAbout":false,"viewGettingStarted":true,"viewProfileFlag":true,"viewSettings":false}|0x5ef69c93
11:25:17.0 (139253350)|SYSTEM_METHOD_EXIT|[135]|CommunityHowToGuidesController.__sfdc_filteredArticleList()
11:25:17.0 (139277417)|SYSTEM_METHOD_ENTRY|[135]|Map<String,List<Help__kav>>.put(Object, Object)
11:25:17.0 (139283780)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
11:25:17.0 (139296075)|SYSTEM_METHOD_EXIT|[135]|Map<String,List<Help__kav>>.put(Object, Object)
11:25:17.0 (139303674)|SYSTEM_METHOD_ENTRY|[132]|system.ListIterator.hasNext()
11:25:17.0 (139311430)|HEAP_ALLOCATE|[132]|Bytes:5
11:25:17.0 (139318076)|SYSTEM_METHOD_EXIT|[132]|system.ListIterator.hasNext()
11:25:17.0 (139345967)|HEAP_ALLOCATE|[132]|Bytes:40
11:25:17.0 (139355556)|VARIABLE_SCOPE_BEGIN|[132]|filter|Help__kav|true|false
11:25:17.0 (139383533)|VARIABLE_ASSIGNMENT|[132]|filter|{"Id":"ka29E00000000TRQAY","KnowledgeArticleId":"kA29E00000000DjSAI","Title":"How do I link a soci (11 more) ...","Filter_Section__c":"Getting started","Answer__c":"test answer \n\u003Cul\u003E\u003Cli (98 more) ...","PublishStatus":"Online","IsVisibleInCsp":true,"VersionNumber":3,"(__KnowledgeArticleP (13 more) ...":2}|0x9e7fe8b
11:25:17.0 (139390524)|STATEMENT_EXECUTE|[132]
11:25:17.0 (139392629)|STATEMENT_EXECUTE|[133]
11:25:17.0 (139405305)|HEAP_ALLOCATE|[133]|Bytes:38
11:25:17.0 (139415693)|SYSTEM_METHOD_ENTRY|[133]|System.debug(ANY)
11:25:17.0 (139422278)|USER_DEBUG|[133]|DEBUG|List of Help filters : Getting started
11:25:17.0 (139427388)|SYSTEM_METHOD_EXIT|[133]|System.debug(ANY)
11:25:17.0 (139430574)|STATEMENT_EXECUTE|[134]
11:25:17.0 (139435751)|SYSTEM_METHOD_ENTRY|[134]|CommunityHowToGuidesController.__sfdc_HelpFilters()
11:25:17.0 (139749658)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"acc":"0x5d998241","ArticleId":"0x5369bf10","ArticlesList":"0x44364887","con":"0x67eca6c3","currentUser":"0x5b82ea11","currentUserId":"0059E000000SwHRQA0","editProfileFlag":false,"filteredArticleList":"0x4df176ca","helpArticlesList":"0x5a36134c","HelpFilters":"0x40c9304d","showingSearchResults":false,"toolBoxArticlesList":"0x10705293","toolBoxFeaturedArticlesList1":"0x41c9ef6d","toolBoxFeaturedArticlesList2":"0x6c85314f","viewAbout":false,"viewGettingStarted":true,"viewProfileFlag":true,"viewSettings":false}|0x5ef69c93
11:25:17.0 (139762912)|SYSTEM_METHOD_EXIT|[134]|CommunityHowToGuidesController.__sfdc_HelpFilters()
11:25:17.0 (139784360)|SYSTEM_METHOD_ENTRY|[134]|Set<String>.add(Object)
11:25:17.0 (139789646)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:25:17.0 (139799402)|SYSTEM_METHOD_EXIT|[134]|Set<String>.add(Object)
11:25:17.0 (139803044)|STATEMENT_EXECUTE|[135]
11:25:17.0 (139807713)|SYSTEM_METHOD_ENTRY|[135]|CommunityHowToGuidesController.__sfdc_filteredArticleList()
11:25:17.0 (140111281)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"acc":"0x5d998241","ArticleId":"0x5369bf10","ArticlesList":"0x44364887","con":"0x67eca6c3","currentUser":"0x5b82ea11","currentUserId":"0059E000000SwHRQA0","editProfileFlag":false,"filteredArticleList":"0x4df176ca","helpArticlesList":"0x5a36134c","HelpFilters":"0x40c9304d","showingSearchResults":false,"toolBoxArticlesList":"0x10705293","toolBoxFeaturedArticlesList1":"0x41c9ef6d","toolBoxFeaturedArticlesList2":"0x6c85314f","viewAbout":false,"viewGettingStarted":true,"viewProfileFlag":true,"viewSettings":false}|0x5ef69c93
11:25:17.0 (140125218)|SYSTEM_METHOD_EXIT|[135]|CommunityHowToGuidesController.__sfdc_filteredArticleList()
11:25:17.0 (140148707)|SYSTEM_METHOD_ENTRY|[135]|Map<String,List<Help__kav>>.put(Object, Object)
11:25:17.0 (140158795)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
11:25:17.0 (140176556)|SYSTEM_METHOD_EXIT|[135]|Map<String,List<Help__kav>>.put(Object, Object)
11:25:17.0 (140185135)|SYSTEM_METHOD_ENTRY|[132]|system.ListIterator.hasNext()
11:25:17.0 (140192729)|HEAP_ALLOCATE|[132]|Bytes:5
11:25:17.0 (140199060)|SYSTEM_METHOD_EXIT|[132]|system.ListIterator.hasNext()
11:25:17.0 (140230560)|HEAP_ALLOCATE|[132]|Bytes:40
11:25:17.0 (140240028)|VARIABLE_SCOPE_BEGIN|[132]|filter|Help__kav|true|false
